x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
2.6764000E+02 2.7427000E+02 8.6700000E+00 0.0000000E+00 9 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605062E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 1.1068788E+01 7.1999443E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+00 9 5.5323983E+01 2.2889129E-02 6.8991416E-02 -2.9649819E-03 0.0000000E+00 6.9350640E-03 1.3060073E-03 1.0084360E-02 0.0000000E+00 5.9762232E-03 1.8928840E-03 8.2658689E-03 1.2275803E-02 0.0000000E+00 0.0000000E+00 2.1745905E+00 1.8237856E+01 -1.1066382E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0000000E+01 9 5.5304412E+01 3.8136275E-02 1.1302516E-01 -2.6702279E-03 1.0877067E-03 7.3717076E-03 3.0369043E-03 7.7657270E-03 4.3517603E-05 5.1404291E-03 1.4576652E-03 6.9086009E-03 2.0953704E-02 3.2517010E-03 5.1537952E-06 1.9009952E+00 1.8579094E+01 -2.2730159E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.5000000E+01 9 5.5283515E+01 6.0716344E-02 1.5812653E-01 -2.4330497E-03 2.5575981E-03 7.6321257E-03 4.3387622E-03 5.9000052E-03 1.0702987E-04 4.7698426E-03 1.1074600E-03 6.1048795E-03 2.7937157E-02 7.6428997E-03 1.2590446E-05 1.8066718E+00 1.8705639E+01 -2.9889192E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.0000000E+01 9 5.5266454E+01 8.0585967E-02 1.9504412E-01 -2.2570631E-03 3.8892799E-03 7.8085624E-03 5.2879490E-03 4.5156364E-03 1.6936047E-04 4.6192906E-03 8.4760715E-04 5.6230123E-03 3.3119420E-02 1.1620084E-02 1.9832013E-05 1.7638171E+00 1.8766153E+01 -3.4255378E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.5000000E+01 9 5.5253814E+01 9.5693484E-02 2.2273869E-01 -2.1314191E-03 4.9417916E-03 7.9529830E-03 5.9840676E-03 3.5272787E-03 2.2053277E-04 4.5649008E-03 6.6208755E-04 5.3266412E-03 3.6819667E-02 1.4762850E-02 2.5904421E-05 1.7423500E+00 1.8797862E+01 -3.6921819E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.0000000E+01 9 5.5244778E+01 1.0662359E-01 2.4283254E-01 -2.0431793E-03 5.7293409E-03 8.0861922E-03 6.5047344E-03 2.8331550E-03 2.5844667E-04 4.5519778E-03 5.3179713E-04 5.1410953E-03 3.9418639E-02 1.7114129E-02 3.0653289E-05 1.7313957E+00 1.8814970E+01 -3.8535159E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.5000000E+01 9 5.5238385E+01 1.1439940E-01 2.5726407E-01 -1.9812829E-03 6.3039741E-03 8.2145324E-03 6.9048592E-03 2.3462575E-03 2.8534467E-04 4.5544873E-03 4.4040407E-04 5.0213444E-03 4.1241907E-02 1.8829599E-02 3.4231227E-05 1.7258981E+00 1.8824266E+01 -3.9507654E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.0000000E+01 9 5.5233853E+01 1.1991483E-01 2.6765946E-01 -1.9374270E-03 6.7196796E-03 8.3387000E-03 7.2215963E-03 2.0012724E-03 3.0387928E-04 4.5606970E-03 3.7564868E-04 4.9405398E-03 4.2533903E-02 2.0070576E-02 3.6876984E-05 1.7232689E+00 1.8829301E+01 -4.0096324E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.5000000E+01 9 5.5230604E+01 1.2385259E-01 2.7523952E-01 -1.9057801E-03 7.0211934E-03 8.4577181E-03 7.4795747E-03 1.7523274E-03 3.1675395E-04 4.5659404E-03 3.2892046E-04 4.8829960E-03 4.3466327E-02 2.0970666E-02 3.8821282E-05 1.7221551E+00 1.8831980E+01 -4.0456505E-02
