x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
2.6764000E+02 2.7427000E+02 8.6700000E+00 0.0000000E+00 9 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605062E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 1.1068788E+01 7.1999443E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+00 9 5.5327460E+01 1.9966157E-02 6.3894639E-02 -3.0146637E-03 0.0000000E+00 7.2038281E-03 1.3566208E-03 1.0475173E-02 0.0000000E+00 6.2078281E-03 1.9662415E-03 8.5862075E-03 1.0813919E-02 0.0000000E+00 0.0000000E+00 2.3266567E+00 1.8063414E+01 -7.6725298E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0000000E+01 9 5.5309181E+01 3.3831174E-02 1.0583792E-01 -2.7347450E-03 1.0252836E-03 7.7847998E-03 3.1667041E-03 8.2732405E-03 3.6885593E-05 5.4091848E-03 1.5529279E-03 7.2946905E-03 1.9055748E-02 3.0659528E-03 5.2857959E-06 1.9866212E+00 1.8476907E+01 -1.8448696E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.5000000E+01 9 5.5288420E+01 5.5996741E-02 1.5111035E-01 -2.4958199E-03 2.4825433E-03 8.1550699E-03 4.5860851E-03 6.3937761E-03 9.5424751E-05 5.0237223E-03 1.2001432E-03 6.4739490E-03 2.6091341E-02 7.4194444E-03 1.3248927E-05 1.8719372E+00 1.8626855E+01 -2.5541214E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.0000000E+01 9 5.5270989E+01 7.6047604E-02 1.8932523E-01 -2.3129224E-03 3.8571914E-03 8.4146194E-03 5.6487300E-03 4.9550441E-03 1.5485015E-04 4.8615021E-03 9.3008614E-04 5.9697617E-03 3.1477579E-02 1.1525056E-02 2.1210700E-05 1.8204712E+00 1.8697831E+01 -2.9966753E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.5000000E+01 9 5.5257631E+01 9.1940558E-02 2.1885972E-01 -2.1792427E-03 4.9763808E-03 8.6251449E-03 6.4462379E-03 3.9034751E-03 2.0440663E-04 4.8024494E-03 7.3270148E-04 5.6551135E-03 3.5414771E-02 1.4867073E-02 2.7993188E-05 1.7949394E+00 1.8734818E+01 -3.2695490E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.0000000E+01 9 5.5247844E+01 1.0374515E-01 2.4080977E-01 -2.0832418E-03 5.8345366E-03 8.8121583E-03 7.0547873E-03 3.1483003E-03 2.4209779E-04 4.7882330E-03 5.9095146E-04 5.4548541E-03 3.8242499E-02 1.7429319E-02 3.3352605E-05 1.7819399E+00 1.8754838E+01 -3.4363321E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.5000000E+01 9 5.5240750E+01 1.1235622E-01 2.5695900E-01 -2.0143386E-03 6.4767380E-03 8.9848796E-03 7.5300599E-03 2.6062848E-03 2.6960065E-04 4.7914485E-03 4.8921248E-04 5.3237387E-03 4.0272244E-02 1.9346671E-02 3.7432835E-05 1.7754444E+00 1.8765789E+01 -3.5377516E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.0000000E+01 9 5.5235586E+01 1.1863563E-01 2.6889575E-01 -1.9643224E-03 6.9545461E-03 9.1461702E-03 7.9109701E-03 2.2128400E-03 2.8905222E-04 4.7995370E-03 4.1536095E-04 5.2343643E-03 4.1745752E-02 2.0773202E-02 4.0489691E-05 1.7723893E+00 1.8771764E+01 -3.5995594E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.5000000E+01 9 5.5231777E+01 1.2325842E-01 2.7784251E-01 -1.9272963E-03 7.3120566E-03 9.2968045E-03 8.2241842E-03 1.9215810E-03 3.0283597E-04 4.8072294E-03 3.6069020E-04 5.1702886E-03 4.2836660E-02 2.1840605E-02 4.2774562E-05 1.7711595E+00 1.8774967E+01 -3.6375941E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+01 9 5.5228911E+01 1.2671734E-01 2.8468178E-01 -1.8992009E-03 7.5830665E-03 9.4371031E-03 8.4878486E-03 1.7005732E-03 3.1265834E-04 4.8127155E-03 3.1920596E-04 5.1217749E-03 4.3664521E-02 2.2649786E-02 4.4494515E-05 1.7708800E+00 1.8776621E+01 -3.6614194E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.5000000E+01 9 5.5226704E+01 1.2935760E-01 2.9002940E-01 -1.8773030E-03 7.7920918E-03 9.5674334E-03 8.7143317E-03 1.5283172E-03 3.1997669E-04 4.8156931E-03 2.8687266E-04 5.0830948E-03 4.4309827E-02 2.3273927E-02 4.5806286E-05 1.7710869E+00 1.8777399E+01 -3.6767058E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.0000000E+01 9 5.5224965E+01 1.3141817E-01 2.9430873E-01 -1.8597782E-03 7.9564808E-03 9.6882864E-03 8.9121353E-03 1.3904616E-03 3.2537247E-04 4.8164715E-03 2.6099649E-04 5.0508877E-03 4.4826314E-02 2.3764812E-02 4.6823537E-05 1.7715184E+00 1.8777692E+01 -3.6868340E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.5000000E+01 9 5.5223562E+01 1.3306075E-01 2.9780907E-01 -1.8454063E-03 8.0883087E-03 9.8002336E-03 9.0871890E-03 1.2774073E-03 3.2972043E-04 4.8154913E-03 2.3977563E-04 5.0231392E-03 4.5249922E-02 2.4158483E-02 4.7626711E-05 1.7720499E+00 1.8777705E+01 -3.6937782E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.6000000E+01 9 5.5217670E+01 1.4465609E-01 3.2596486E-01 -1.8426492E-03 1.0093820E-02 1.1802685E-02 1.1101747E-02 1.2557186E-03 3.9574672E-04 5.8067321E-03 2.3570455E-04 5.9942079E-03 4.5336737E-02 3.0149868E-02 5.7397120E-05 1.9622920E+00 1.8577397E+01 -2.4948667E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.7000000E+01 9 5.5217582E+01 1.4461784E-01 3.2588205E-01 -1.8400012E-03 1.0064024E-02 1.1782852E-02 1.1093542E-02 1.2348884E-03 3.9292528E-04 5.7797071E-03 2.3179462E-04 5.9620828E-03 4.5415545E-02 3.0060602E-02 5.8319257E-05 1.9564521E+00 1.8582027E+01 -2.5263526E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 7.2000000E+01 9 5.5219099E+01 1.3470958E-01 3.0174251E-01 -1.7954787E-03 8.0213755E-03 9.7975302E-03 9.1573975E-03 1.1467868E-03 3.2210153E-04 4.7036756E-03 2.1525752E-04 4.8839711E-03 4.6318166E-02 2.3958487E-02 4.7900050E-05 1.7444836E+00 1.8903857E+01 -3.9376653E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 7.7000000E+01 9 5.5213564E+01 1.3778255E-01 3.0843229E-01 -1.7452387E-03 8.1876279E-03 9.8886545E-03 9.2908338E-03 1.0709856E-03 3.4327397E-04 4.7435342E-03 2.0102927E-04 4.9019474E-03 4.7313109E-02 2.4454486E-02 5.4067176E-05 1.7341441E+00 1.8971335E+01 -4.0522442E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 8.2000000E+01 9 5.5208536E+01 1.4089648E-01 3.1509128E-01 -1.7015702E-03 8.3967294E-03 1.0000700E-02 9.4398041E-03 1.0048347E-03 3.6427041E-04 4.8111384E-03 1.8861241E-04 4.9482817E-03 4.8182544E-02 2.5078285E-02 6.3195933E-05 1.7292592E+00 1.9008104E+01 -4.1192496E-02
