x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
3.1381000E+02 2.5927000E+02 8.6700000E+00 0.0000000E+00 10 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605062E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 1.1068788E+01 7.1999443E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.0000000E+00 10 5.5326912E+01 2.0427043E-02 6.4698285E-02 -3.0068300E-03 0.0000000E+00 7.1614501E-03 1.3486402E-03 1.0413551E-02 0.0000000E+00 6.1713092E-03 1.9546747E-03 8.5356974E-03 1.1044425E-02 0.0000000E+00 0.0000000E+00 2.2985416E+00 1.8095376E+01 -8.2076328E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.0000000E+01 10 5.5306969E+01 3.6011405E-02 1.0985774E-01 -2.7069123E-03 1.1481553E-03 7.6092275E-03 3.1133441E-03 8.0542991E-03 1.5619545E-05 5.3405982E-03 1.5118315E-03 7.1762459E-03 1.9883401E-02 3.4330825E-03 1.7238024E-05 1.9546951E+00 1.8480957E+01 -1.9923731E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.5000000E+01 10 5.5284606E+01 6.0527111E-02 1.5744969E-01 -2.4572632E-03 2.6839039E-03 7.8428574E-03 4.4431732E-03 6.0904769E-03 3.6336075E-05 4.9467200E-03 1.1432125E-03 6.3224375E-03 2.7241795E-02 8.0205720E-03 3.9980553E-05 1.8383280E+00 1.8615205E+01 -2.7617183E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.0000000E+01 10 5.5267255E+01 8.0605599E-02 1.9475049E-01 -2.2765480E-03 4.0030225E-03 8.0187970E-03 5.4126261E-03 4.6689112E-03 5.6280517E-05 4.7695535E-03 8.7637759E-04 5.8018152E-03 3.2568922E-02 1.1959494E-02 5.9301704E-05 1.7858331E+00 1.8675819E+01 -3.2336251E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.5000000E+01 10 5.5254929E+01 9.5201878E-02 2.2174396E-01 -2.1522258E-03 5.0118716E-03 8.1824063E-03 6.1221293E-03 3.6909514E-03 7.2823871E-05 4.6998831E-03 6.9280974E-04 5.4918497E-03 3.6234001E-02 1.4971442E-02 7.3714264E-05 1.7607726E+00 1.8704660E+01 -3.5088321E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.0000000E+01 10 5.5246372E+01 1.0547253E-01 2.4084096E-01 -2.0676156E-03 5.7502120E-03 8.3412509E-03 6.6524938E-03 3.0253799E-03 8.5643036E-05 4.6787416E-03 5.6787869E-04 5.3059243E-03 3.8728517E-02 1.7175654E-02 8.3914453E-05 1.7487724E+00 1.8718481E+01 -3.6657139E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.5000000E+01 10 5.5240439E+01 1.1264482E-01 2.5432925E-01 -2.0095669E-03 6.2806794E-03 8.4940643E-03 7.0601968E-03 2.5687495E-03 9.5311458E-05 4.6762329E-03 4.8216691E-04 5.1901000E-03 4.0440040E-02 1.8759292E-02 9.0991607E-05 1.7431748E+00 1.8724981E+01 -3.7548935E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.0000000E+01 10 5.5236295E+01 1.1765561E-01 2.6392795E-01 -1.9690581E-03 6.6594538E-03 8.6387881E-03 7.3827931E-03 2.2500939E-03 1.0243220E-04 4.6787382E-03 4.2235369E-04 5.1135575E-03 4.1634482E-02 1.9890103E-02 9.5882850E-05 1.7407405E+00 1.8727877E+01 -3.8060209E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.5000000E+01 10 5.5233367E+01 1.2117701E-01 2.7084916E-01 -1.9401729E-03 6.9302921E-03 8.7741682E-03 7.6450068E-03 2.0228735E-03 1.0764486E-04 4.6807629E-03 3.7970331E-04 5.0594989E-03 4.2486238E-02 2.0698714E-02 9.9279309E-05 1.7398696E+00 1.8728993E+01 -3.8357242E-02
