x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
2.6764000E+02 2.7427000E+02 8.6700000E+00 0.0000000E+00 9 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605061E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 -2.2001569E+00 7.1999443E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+00 9 5.5326578E+01 2.0707685E-02 6.5187632E-02 -3.0020562E-03 0.0000000E+00 7.1356452E-03 1.3437806E-03 1.0376028E-02 0.0000000E+00 6.1490721E-03 1.9476314E-03 8.5049406E-03 1.1184782E-02 0.0000000E+00 0.0000000E+00 4.7754778E+00 1.5601790E+01 3.2485067E-04
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0000000E+01 9 5.5307757E+01 3.5034730E-02 1.0811062E-01 -2.7144453E-03 1.0468000E-03 7.6801186E-03 3.1511215E-03 8.1136219E-03 3.6533063E-05 5.3255557E-03 1.5229667E-03 7.1742226E-03 1.9653254E-02 3.1298256E-03 5.7722014E-06 2.4102986E+00 1.8044268E+01 -7.3017524E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.5000000E+01 9 5.5286131E+01 5.8296643E-02 1.5510893E-01 -2.4676789E-03 2.5841780E-03 7.9960195E-03 4.5505462E-03 6.1725072E-03 9.4888214E-05 4.9432550E-03 1.1586100E-03 6.3429368E-03 2.6919719E-02 7.7227782E-03 1.4497209E-05 2.1802624E+00 1.8311167E+01 -1.3254288E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.0000000E+01 9 5.5267639E+01 7.9809275E-02 1.9525230E-01 -2.2766318E-03 4.0393249E-03 8.1969434E-03 5.5903370E-03 4.6696914E-03 1.5594411E-04 4.7843583E-03 8.7652405E-04 5.8248274E-03 3.2545920E-02 1.2068701E-02 2.3167558E-05 2.0853075E+00 1.8426661E+01 -1.7246845E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.5000000E+01 9 5.5253510E+01 9.6705548E-02 2.2619680E-01 -2.1362775E-03 5.2180091E-03 8.3515717E-03 6.3612454E-03 3.5656360E-03 2.0882553E-04 4.7251202E-03 6.6928742E-04 5.4951877E-03 3.6679617E-02 1.5588105E-02 3.0480895E-05 2.0374029E+00 1.8486720E+01 -1.9852971E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.0000000E+01 9 5.5243215E+01 1.0916688E-01 2.4903829E-01 -2.0358601E-03 6.1155225E-03 8.4884300E-03 6.9390254E-03 2.7757322E-03 2.4997622E-04 4.7111116E-03 5.2101859E-04 5.2846047E-03 3.9637338E-02 1.8267557E-02 3.6195591E-05 2.0116624E+00 1.8519929E+01 -2.1509938E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.5000000E+01 9 5.5235832E+01 1.1816715E-01 2.6564130E-01 -1.9645989E-03 6.7800233E-03 8.6167134E-03 7.3802090E-03 2.2151767E-03 2.8032420E-04 4.7154110E-03 4.1579957E-04 5.1482322E-03 4.1736448E-02 2.0251213E-02 4.0488326E-05 1.9975533E+00 1.8538759E+01 -2.2548120E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.0000000E+01 9 5.5230536E+01 1.2464272E-01 2.7771522E-01 -1.9137316E-03 7.2678473E-03 8.7381014E-03 7.7249498E-03 1.8150439E-03 3.0190436E-04 4.7252496E-03 3.4069267E-04 5.0575054E-03 4.3234940E-02 2.1707431E-02 4.3657073E-05 1.9897289E+00 1.8549650E+01 -2.3198109E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.5000000E+01 9 5.5226696E+01 1.2933788E-01 2.8659507E-01 -1.8768372E-03 7.6274461E-03 8.8521766E-03 8.0010244E-03 1.5248247E-03 3.1699595E-04 4.7350961E-03 2.8621709E-04 4.9947447E-03 4.4321893E-02 2.2780911E-02 4.5989401E-05 1.9853781E+00 1.8556049E+01 -2.3609375E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+01 9 5.5223861E+01 1.3279281E-01 2.9324360E-01 -1.8494739E-03 7.8956679E-03 8.9584161E-03 8.2274132E-03 1.3095794E-03 3.2768361E-04 4.7429059E-03 2.4581449E-04 4.9492275E-03 4.5128115E-02 2.3581659E-02 4.7717674E-05 1.9829596E+00 1.8559875E+01 -2.3875264E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.5000000E+01 9 5.5221724E+01 1.3538335E-01 2.9832778E-01 -1.8286612E-03 8.0989585E-03 9.0566749E-03 8.4170580E-03 1.1458628E-03 3.3533154E-04 4.7482278E-03 2.1508408E-04 4.9145368E-03 4.5741384E-02 2.4188609E-02 4.9014647E-05 1.9816131E+00 1.8562215E+01 -2.4052588E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.0000000E+01 9 5.5220076E+01 1.3736540E-01 3.0230170E-01 -1.8124227E-03 8.2557887E-03 9.1471511E-03 8.5788355E-03 1.0181276E-03 3.4094121E-04 4.7512582E-03 1.9110757E-04 4.8868449E-03 4.6219912E-02 2.4656883E-02 5.0003443E-05 1.9808634E+00 1.8563683E+01 -2.4175429E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.5000000E+01 9 5.5218777E+01 1.3891255E-01 3.0547369E-01 -1.7994458E-03 8.3789481E-03 9.2302439E-03 8.7189087E-03 9.1604841E-04 3.4514232E-04 4.7524010E-03 1.7194679E-04 4.8638539E-03 4.6602362E-02 2.5024649E-02 5.0770196E-05 1.9804594E+00 1.8564619E+01 -2.4264018E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.6000000E+01 9 5.5212544E+01 1.5121550E-01 3.3451452E-01 -1.7969714E-03 1.0456200E-02 1.1223059E-02 1.0722589E-02 8.9658376E-04 4.1995284E-04 5.7823158E-03 1.6829318E-04 5.8704295E-03 4.6681287E-02 3.1229856E-02 6.1339344E-05 1.9771118E+00 1.8563869E+01 -2.4432475E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 6.7000000E+01 9 5.5212479E+01 1.5115450E-01 3.3430697E-01 -1.7946092E-03 1.0420672E-02 1.1191710E-02 1.0701612E-02 8.7800209E-04 4.1180858E-04 5.7536636E-03 1.6480531E-04 5.8374450E-03 4.6751772E-02 3.1123535E-02 6.2406297E-05 1.9704658E+00 1.8569122E+01 -2.4769873E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 7.2000000E+01 9 5.5214264E+01 1.4050195E-01 3.0909231E-01 -1.7497241E-03 8.3000459E-03 9.1862198E-03 8.7388814E-03 8.0139916E-04 3.3512367E-04 4.6438486E-03 1.5042656E-04 4.7321351E-03 4.7642343E-02 2.4789004E-02 5.0963106E-05 1.9438725E+00 1.8704535E+01 -2.6408821E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 7.7000000E+01 9 5.5208737E+01 1.4347117E-01 3.1550389E-01 -1.6997848E-03 8.4531253E-03 9.2546899E-03 8.8432309E-03 7.3712185E-04 3.5697595E-04 4.6837925E-03 1.3836140E-04 4.7531823E-03 4.8614841E-02 2.5245600E-02 5.7584586E-05 1.9289994E+00 1.8776899E+01 -2.7463713E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 8.2000000E+01 9 5.5203720E+01 1.4647565E-01 3.2186441E-01 -1.6564068E-03 8.6476081E-03 9.3418483E-03 8.9609541E-03 6.8236536E-04 3.7821554E-04 4.7506759E-03 1.2808333E-04 4.8017684E-03 4.9462396E-02 2.5825664E-02 6.7414765E-05 1.9208525E+00 1.8817225E+01 -2.8125373E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 8.7000000E+01 9 5.5199672E+01 1.4904718E-01 3.2727884E-01 -1.6220176E-03 8.8284966E-03 9.4272972E-03 9.0727810E-03 6.3510982E-04 3.9580868E-04 4.8149785E-03 1.1921324E-04 4.8500686E-03 5.0142675E-02 2.6365216E-02 7.7130211E-05 1.9162743E+00 1.8841068E+01 -2.8544580E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 9.1000000E+01 9 5.5195586E+01 1.5373598E-01 3.3771782E-01 -1.5999789E-03 9.4528070E-03 9.9297823E-03 9.5941357E-03 6.0130517E-04 4.2945483E-04 5.1100139E-03 1.1286794E-04 5.1271490E-03 5.0589764E-02 2.8229227E-02 8.9565681E-05 1.9060805E+00 1.8861088E+01 -2.9212909E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 9.2000000E+01 9 5.5190290E+01 1.6354611E-01 3.6041209E-01 -1.5948026E-03 1.1068718E-02 1.1402236E-02 1.1071174E-02 5.9309231E-04 4.9713455E-04 5.9171621E-03 1.1132634E-04 5.9136584E-03 5.0707325E-02 3.3055647E-02 1.0685089E-04 1.9010854E+00 1.8867154E+01 -2.9509260E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 9.7000000E+01 9 5.5189725E+01 1.5265384E-01 3.3609067E-01 -2.1498361E-03 8.8894285E-03 9.4252119E-03 9.1143582E-03 5.5688905E-04 4.0241955E-04 4.8003011E-03 1.0453081E-04 4.8144137E-03 5.2004119E-02 2.6546389E-02 9.1009895E-05 1.8824835E+00 1.8902686E+01 -3.1093459E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0200000E+02 9 5.5181672E+01 1.5590647E-01 3.4419864E-01 -2.8178801E-03 9.0606653E-03 9.4912683E-03 9.1983779E-03 5.2470821E-04 4.2688679E-04 4.8690475E-03 9.8490311E-05 4.8699110E-03 5.3400484E-02 2.7056994E-02 9.6649433E-05 1.8705405E+00 1.8927349E+01 -3.2252934E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0700000E+02 9 5.5174672E+01 1.5898727E-01 3.5168349E-01 -3.4018977E-03 9.2520461E-03 9.5678078E-03 9.2909993E-03 4.9589789E-04 4.4754376E-04 4.9501177E-03 9.3082473E-05 4.9378182E-03 5.4593629E-02 2.7627692E-02 1.0296721E-04 1.8636972E+00 1.8943237E+01 -3.3041779E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.1200000E+02 9 5.5169155E+01 1.6154969E-01 3.5782405E-01 -3.8570123E-03 9.4232120E-03 9.6394889E-03 9.3771679E-03 4.6994364E-04 4.6406831E-04 5.0224035E-03 8.8210732E-05 4.9985317E-03 5.5530699E-02 2.8138152E-02 1.0864080E-04 1.8596789E+00 1.8953521E+01 -3.3573306E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.1700000E+02 9 5.5164998E+01 1.6356742E-01 3.6261210E-01 -4.1919965E-03 9.5638526E-03 9.7019998E-03 9.4528020E-03 4.4643370E-04 4.7647142E-04 5.0803712E-03 8.3797802E-05 5.0467812E-03 5.6239298E-02 2.8557620E-02 1.1332646E-04 1.8573123E+00 1.8960203E+01 -3.3930205E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.2200000E+02 9 5.5161924E+01 1.6512198E-01 3.6627275E-01 -4.4313920E-03 9.6753599E-03 9.7551319E-03 9.5178792E-03 4.2503427E-04 4.8561866E-04 5.1245593E-03 7.9781022E-05 5.0829297E-03 5.6768114E-02 2.8890232E-02 1.1704228E-04 1.8558677E+00 1.8964634E+01 -3.4172642E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.2400000E+02 9 5.5155773E+01 1.7587156E-01 3.9054428E-01 -4.5135927E-03 1.1403243E-02 1.1195760E-02 1.0963107E-02 4.1679258E-04 5.7528343E-04 5.9911453E-03 7.8234018E-05 5.9205874E-03 5.6971690E-02 3.4049876E-02 1.3826819E-04 1.8470153E+00 1.8973444E+01 -3.4742713E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.2500000E+02 9 5.5153839E+01 1.7901044E-01 3.9776670E-01 -4.5515255E-03 1.1901211E-02 1.1648469E-02 1.1418074E-02 4.1274892E-04 5.8652129E-04 6.2391830E-03 7.7475002E-05 6.1614729E-03 5.7065643E-02 3.5537110E-02 1.4576691E-04 1.8411404E+00 1.8979317E+01 -3.5157879E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.3000000E+02 9 5.5159200E+01 1.6560488E-01 3.6783247E-01 -4.6818452E-03 9.6067839E-03 9.7114507E-03 9.4905251E-03 3.9578446E-04 4.7329321E-04 5.0723135E-03 7.4290690E-05 5.0256684E-03 5.7357283E-02 2.8685243E-02 1.2067939E-04 1.8420424E+00 1.8981494E+01 -3.5304752E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.3100000E+02 9 5.5151859E+01 1.7985639E-01 3.9999041E-01 -4.7058803E-03 1.1951053E-02 1.1679829E-02 1.1460743E-02 3.9248889E-04 6.0939138E-04 6.2523175E-03 7.3672095E-05 6.1691405E-03 5.7436892E-02 3.5685771E-02 1.4566489E-04 1.8388189E+00 1.8983992E+01 -3.5455614E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.3200000E+02 9 5.5151647E+01 1.7982618E-01 3.9985443E-01 -4.7281295E-03 1.1923920E-02 1.1656120E-02 1.1438836E-02 3.8926127E-04 5.9258635E-04 6.2370243E-03 7.3066255E-05 6.1528159E-03 5.7495595E-02 3.5604518E-02 1.4835341E-04 1.8351910E+00 1.8987519E+01 -3.5707368E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.3700000E+02 9 5.5150242E+01 1.6792268E-01 3.7468709E-01 -6.0495365E-03 9.6269273E-03 9.7271815E-03 9.5181128E-03 3.7454288E-04 4.7808139E-04 5.0699917E-03 7.0303541E-05 5.0178422E-03 5.9147052E-02 2.8745076E-02 1.2242169E-04 1.8238668E+00 1.8982183E+01 -3.7195910E-02
