x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
2.6764000E+02 2.7427000E+02 8.6700000E+00 0.0000000E+00 9 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605062E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 1.1068788E+01 7.1999443E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+00 9 5.5326680E+01 2.0621705E-02 6.5037715E-02 -3.0035214E-03 0.0000000E+00 7.1435512E-03 1.3452695E-03 1.0387524E-02 0.0000000E+00 6.1558850E-03 1.9497893E-03 8.5143638E-03 1.1141782E-02 0.0000000E+00 0.0000000E+00 2.2872287E+00 1.8108274E+01 -8.4336441E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0000000E+01 9 5.5307597E+01 3.5241859E-02 1.0844985E-01 -2.7130679E-03 1.0660200E-03 7.6649376E-03 3.1420254E-03 8.1027209E-03 3.9414038E-05 5.3286191E-03 1.5209206E-03 7.1748873E-03 1.9693561E-02 3.1872529E-03 5.4937208E-06 1.9584587E+00 1.8510461E+01 -1.9769363E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.5000000E+01 9 5.5285927E+01 5.8604843E-02 1.5537415E-01 -2.4664816E-03 2.5924797E-03 7.9719242E-03 4.5317622E-03 6.1629920E-03 1.0188488E-04 4.9424185E-03 1.1568239E-03 6.3385020E-03 2.6954485E-02 7.7474999E-03 1.3663577E-05 1.8473362E+00 1.8656864E+01 -2.7148592E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.0000000E+01 9 5.5267905E+01 7.9460977E-02 1.9448647E-01 -2.2789431E-03 3.9954190E-03 8.1808343E-03 5.5641466E-03 4.6877518E-03 1.6587113E-04 4.7739179E-03 8.7991406E-04 5.8169787E-03 3.2477231E-02 1.1937345E-02 2.1646861E-05 1.7961127E+00 1.8727513E+01 -3.1825724E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.5000000E+01 9 5.5254382E+01 9.5531989E-02 2.2420146E-01 -2.1433657E-03 5.1186849E-03 8.3526046E-03 6.3312322E-03 3.6212545E-03 2.1970276E-04 4.7088753E-03 6.7972728E-04 5.4911274E-03 3.6470173E-02 1.5291226E-02 2.8346897E-05 1.7703960E+00 1.8764588E+01 -3.4721706E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.0000000E+01 9 5.5244608E+01 1.0730917E-01 2.4597787E-01 -2.0473775E-03 5.9677031E-03 8.5098213E-03 6.9099292E-03 2.8661796E-03 2.6016947E-04 4.6907070E-03 5.3799601E-04 5.2857690E-03 3.9297417E-02 1.7825938E-02 3.3574473E-05 1.7572540E+00 1.8784628E+01 -3.6483166E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.5000000E+01 9 5.5237631E+01 1.1577383E-01 2.6176212E-01 -1.9795377E-03 6.5939729E-03 8.6586840E-03 7.3566738E-03 2.3325292E-03 2.8931203E-04 4.6912798E-03 4.3782719E-04 5.1532105E-03 4.1295758E-02 1.9695546E-02 3.7504249E-05 1.7506447E+00 1.8795561E+01 -3.7546806E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.0000000E+01 9 5.5232627E+01 1.2185686E-01 2.7326097E-01 -1.9310317E-03 7.0536167E-03 8.7996563E-03 7.7106339E-03 1.9509653E-03 3.0977284E-04 4.6975411E-03 3.6620577E-04 5.0643554E-03 4.2724716E-02 2.1067729E-02 4.0412564E-05 1.7474769E+00 1.8801526E+01 -3.8190938E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.5000000E+01 9 5.5228984E+01 1.2627774E-01 2.8176546E-01 -1.8956285E-03 7.3933956E-03 8.9318729E-03 7.9983050E-03 1.6724710E-03 3.2399670E-04 4.7040096E-03 3.1393104E-04 5.0018954E-03 4.3767772E-02 2.2082125E-02 4.2562526E-05 1.7461182E+00 1.8804754E+01 -3.8585780E-02
