x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
2.6764000E+02 2.7427000E+02 8.6700000E+00 0.0000000E+00 9 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605061E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 -2.2001569E+00 7.1999443E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 5.0000000E+00 9 5.5326497E+01 2.0775909E-02 6.5306593E-02 -3.0008966E-03 0.0000000E+00 7.1293721E-03 1.3425993E-03 1.0366906E-02 0.0000000E+00 6.1436663E-03 1.9459192E-03 8.4974638E-03 1.1218903E-02 0.0000000E+00 0.0000000E+00 4.7307608E+00 1.5647185E+01 2.8712899E-04
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.0000000E+01 9 5.5306789E+01 3.6074630E-02 1.0988646E-01 -2.7033920E-03 1.1053646E-03 7.6118516E-03 3.1313881E-03 8.0266747E-03 4.0076758E-05 5.3034281E-03 1.5066463E-03 7.1317725E-03 1.9978412E-02 3.3048036E-03 5.8847872E-06 2.3875448E+00 1.8070061E+01 -7.7168471E-03
2.6764000E+02 2.7427000E+02 8.6700000E+00 1.5000000E+01 9 5.5284572E+01 6.0085165E-02 1.5773518E-01 -2.4512757E-03 2.6611857E-03 7.8748513E-03 4.5014027E-03 6.0434762E-03 1.0530165E-04 4.9065526E-03 1.1343902E-03 6.2737704E-03 2.7402087E-02 7.9525050E-03 1.4531507E-05 2.1589225E+00 1.8336155E+01 -1.3966898E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.0000000E+01 9 5.5266173E+01 8.1445640E-02 1.9750191E-01 -2.2606521E-03 4.0937724E-03 8.0458289E-03 5.5093876E-03 4.5439916E-03 1.7171232E-04 4.7389063E-03 8.5292957E-04 5.7465596E-03 3.3015575E-02 1.2230771E-02 2.2914408E-05 2.0660753E+00 1.8449407E+01 -1.8074696E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 2.5000000E+01 9 5.5252433E+01 9.7842402E-02 2.2753607E-01 -2.1237333E-03 5.2325426E-03 8.1877838E-03 6.2525376E-03 3.4669610E-03 2.2699357E-04 4.6758178E-03 6.5076563E-04 5.4192290E-03 3.7047937E-02 1.5630852E-02 2.9850494E-05 2.0204191E+00 1.8506886E+01 -2.0675935E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.0000000E+01 9 5.5242590E+01 1.0973509E-01 2.4937093E-01 -2.0274444E-03 6.0868992E-03 8.3215803E-03 6.8091283E-03 2.7095323E-03 2.6855001E-04 4.6593162E-03 5.0859253E-04 5.2141319E-03 3.9883970E-02 1.8181412E-02 3.5187890E-05 1.9965846E+00 1.8537866E+01 -2.2284869E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 3.5000000E+01 9 5.5235612E+01 1.1822081E-01 2.6508245E-01 -1.9598694E-03 6.7128712E-03 8.4511335E-03 7.2353960E-03 2.1779732E-03 2.9828518E-04 4.6612872E-03 4.0881627E-04 5.0827911E-03 4.1874450E-02 2.0050050E-02 3.9150377E-05 1.9837552E+00 1.8555165E+01 -2.3273041E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.0000000E+01 9 5.5230641E+01 1.2428272E-01 2.7644915E-01 -1.9119041E-03 7.1696413E-03 8.5752459E-03 7.5701187E-03 1.8006684E-03 3.1902205E-04 4.6688770E-03 3.3799431E-04 4.9957367E-03 4.3287426E-02 2.1413587E-02 4.2051286E-05 1.9767895E+00 1.8565021E+01 -2.3882541E-02
2.6764000E+02 2.7427000E+02 8.6700000E+00 4.5000000E+01 9 5.5227043E+01 1.2866546E-01 2.8480029E-01 -1.8771533E-03 7.5056284E-03 8.6921962E-03 7.8396558E-03 1.5273117E-03 3.3342346E-04 4.6766923E-03 2.8668392E-04 4.9353961E-03 4.4311209E-02 2.2416610E-02 4.4176344E-05 1.9729996E+00 1.8570741E+01 -2.4264434E-02
