x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
3.1381000E+02 2.5927000E+02 8.6700000E+00 0.0000000E+00 10 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605062E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 1.1068788E+01 7.1999443E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.0000000E+00 10 5.5328263E+01 1.9290814E-02 6.2717045E-02 -3.0261425E-03 0.0000000E+00 7.2659252E-03 1.3683149E-03 1.0565469E-02 0.0000000E+00 6.2613396E-03 1.9831906E-03 8.6602208E-03 1.0476155E-02 0.0000000E+00 0.0000000E+00 2.3717214E+00 1.8012455E+01 -6.8884559E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.0000000E+01 10 5.5309198E+01 3.3758926E-02 1.0650050E-01 -2.7341340E-03 1.1003177E-03 7.8049702E-03 3.1895573E-03 8.2684342E-03 1.5244957E-05 5.4431183E-03 1.5520258E-03 7.3286713E-03 1.9082361E-02 3.2900805E-03 1.6101889E-05 1.9927998E+00 1.8434556E+01 -1.8159910E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.5000000E+01 10 5.5286628E+01 5.8455770E-02 1.5501653E-01 -2.4815904E-03 2.6951106E-03 8.0728443E-03 4.5663406E-03 6.2818422E-03 3.5941618E-05 5.0637273E-03 1.1791327E-03 6.4871608E-03 2.6526213E-02 8.0545125E-03 3.8989031E-05 1.8684011E+00 1.8577928E+01 -2.5713439E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.0000000E+01 10 5.5268425E+01 7.9681311E-02 1.9422320E-01 -2.2939891E-03 4.0982243E-03 8.2637517E-03 5.5809978E-03 4.8061084E-03 5.6206252E-05 4.8960477E-03 9.0213018E-04 5.9641433E-03 3.2056383E-02 1.2244633E-02 5.8962426E-05 1.8118726E+00 1.8643293E+01 -3.0460332E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.5000000E+01 10 5.5255254E+01 9.5371570E-02 2.2306064E-01 -2.1623239E-03 5.1826319E-03 8.4393016E-03 6.3346843E-03 3.7703864E-03 7.3404927E-05 4.8302120E-03 7.0772008E-04 5.6438631E-03 3.5937965E-02 1.5482326E-02 7.4108538E-05 1.7842837E+00 1.8675098E+01 -3.3306419E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.0000000E+01 10 5.5245967E+01 1.0656240E-01 2.4376578E-01 -2.0710202E-03 5.9854262E-03 8.6093602E-03 6.9056539E-03 3.0521612E-03 8.6984968E-05 4.8106373E-03 5.7290567E-04 5.4460270E-03 3.8629837E-02 1.7879001E-02 8.4997111E-05 1.7706277E+00 1.8690851E+01 -3.4978034E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.5000000E+01 10 5.5239402E+01 1.1452035E-01 2.5866072E-01 -2.0070734E-03 6.5731607E-03 8.7715215E-03 7.3486029E-03 2.5491347E-03 9.7352718E-05 4.8097430E-03 4.7848511E-04 5.3199374E-03 4.0515259E-02 1.9633616E-02 9.2698687E-05 1.7639497E+00 1.8698632E+01 -3.5959617E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.0000000E+01 10 5.5234697E+01 1.2023498E-01 2.6951975E-01 -1.9613670E-03 7.0049002E-03 8.9227755E-03 7.7005516E-03 2.1895933E-03 1.0518010E-04 4.8147730E-03 4.1099743E-04 5.2357366E-03 4.1862945E-02 2.0922573E-02 9.8157260E-05 1.7608217E+00 1.8702370E+01 -3.6543348E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.5000000E+01 10 5.5231259E+01 1.2440339E-01 2.7758373E-01 -1.9278837E-03 7.3253870E-03 9.0616627E-03 7.9864628E-03 1.9262025E-03 1.1108997E-04 4.8203381E-03 3.6155768E-04 5.1763778E-03 4.2850273E-02 2.1879445E-02 1.0206940E-04 1.7595068E+00 1.8704044E+01 -3.6897774E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.0000000E+01 10 5.5228693E+01 1.2749903E-01 2.8369463E-01 -1.9027182E-03 7.5666196E-03 9.1880326E-03 8.2233336E-03 1.7282420E-03 1.1558644E-04 4.8244909E-03 3.2439952E-04 5.1321779E-03 4.3592369E-02 2.2599741E-02 1.0491770E-04 1.7591114E+00 1.8704659E+01 -3.7118712E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.5000000E+01 10 5.5226738E+01 1.2984125E-01 2.8842080E-01 -1.8833289E-03 7.7509980E-03 9.3024927E-03 8.4229311E-03 1.5757198E-03 1.1905034E-04 4.8267865E-03 2.9577036E-04 5.0975747E-03 4.4164154E-02 2.3150316E-02 1.0702853E-04 1.7591711E+00 1.8704746E+01 -3.7260722E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 6.0000000E+01 10 5.5225217E+01 1.3164627E-01 2.9214816E-01 -1.8680414E-03 7.8941403E-03 9.4059971E-03 8.5935621E-03 1.4554636E-03 1.2175899E-04 4.8273653E-03 2.7319767E-04 5.0693217E-03 4.4614998E-02 2.3577783E-02 1.0862237E-04 1.7594437E+00 1.8704576E+01 -3.7355172E-02
