x y z_datum Time Well_no H2O H O Charge Al C Ca Cl Fe K Mg Na S Si U pH pe Alkalinity
3.1381000E+02 2.5927000E+02 8.6700000E+00 0.0000000E+00 10 9.9704301E-01 7.2098600E-06 6.6484776E-04 -3.2324431E-06 0.0000000E+00 1.0067647E-04 6.3262499E-05 4.3211171E-04 0.0000000E+00 2.8240956E-04 5.5605061E-05 2.2967748E-04 1.4127542E-04 0.0000000E+00 0.0000000E+00 7.0300000E+00 -2.2001569E+00 7.1999443E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.0000000E+00 10 5.5328140E+01 1.9393942E-02 6.2896863E-02 -3.0243862E-03 0.0000000E+00 7.2564424E-03 1.3665291E-03 1.0551680E-02 0.0000000E+00 6.2531679E-03 1.9806023E-03 8.6489183E-03 1.0527732E-02 0.0000000E+00 0.0000000E+00 5.2446954E+00 1.4264583E+01 1.0369467E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.0000000E+01 10 5.5309135E+01 3.3914851E-02 1.0645558E-01 -2.7344979E-03 1.0916281E-03 7.7982239E-03 3.1811781E-03 8.2713596E-03 1.5019534E-05 5.4407820E-03 1.5525749E-03 7.3264572E-03 1.9071208E-02 3.2642670E-03 1.6018270E-05 2.4828987E+00 1.7686984E+01 -6.0907228E-03
3.1381000E+02 2.5927000E+02 8.6700000E+00 1.5000000E+01 10 5.5286857E+01 5.8169169E-02 1.5436029E-01 -2.4837107E-03 2.6512100E-03 8.0825955E-03 4.5667285E-03 6.2986163E-03 3.5702606E-05 5.0522547E-03 1.1822812E-03 6.4785947E-03 2.6463187E-02 7.9232469E-03 3.8489453E-05 2.2111278E+00 1.8017987E+01 -1.2138853E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.0000000E+01 10 5.5268768E+01 7.9175130E-02 1.9343576E-01 -2.2962091E-03 4.0517220E-03 8.2763089E-03 5.5837405E-03 4.8236909E-03 5.6145190E-05 4.8832807E-03 9.0543050E-04 5.9554575E-03 3.1990320E-02 1.2105588E-02 5.8390543E-05 2.1052953E+00 1.8147649E+01 -1.6140650E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 2.5000000E+01 10 5.5255518E+01 9.4969679E-02 2.2247096E-01 -2.1638590E-03 5.1490760E-03 8.4453233E-03 6.3338895E-03 3.7825980E-03 7.3748298E-05 4.8205146E-03 7.1001224E-04 5.6374093E-03 3.5891994E-02 1.5381986E-02 7.3675731E-05 2.0553620E+00 1.8208312E+01 -1.8607223E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.0000000E+01 10 5.5246138E+01 1.0630149E-01 2.4336008E-01 -2.0720129E-03 5.9631111E-03 8.6069179E-03 6.8987703E-03 3.0601176E-03 8.7683691E-05 4.8041371E-03 5.7439913E-04 5.4415283E-03 3.8599780E-02 1.7812235E-02 8.4741118E-05 2.0301288E+00 1.8238648E+01 -2.0087669E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 3.5000000E+01 10 5.5239554E+01 1.1430006E-01 2.5827892E-01 -2.0080797E-03 6.5536766E-03 8.7629775E-03 7.3355534E-03 2.5572061E-03 9.8359746E-05 4.8049816E-03 4.8000016E-04 5.3166449E-03 4.0484750E-02 1.9575263E-02 9.2558634E-05 2.0170000E+00 1.8254293E+01 -2.0972019E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.0000000E+01 10 5.5234907E+01 1.1994438E-01 2.6899557E-01 -1.9629605E-03 6.9794560E-03 8.9117807E-03 7.6824700E-03 2.2022895E-03 1.0635350E-04 4.8100445E-03 4.1338057E-04 5.2329823E-03 4.1815089E-02 2.0846357E-02 9.8042743E-05 2.0100939E+00 1.8262511E+01 -2.1504600E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 4.5000000E+01 10 5.5231587E+01 1.2395855E-01 2.7679551E-01 -1.9304782E-03 7.2874233E-03 9.0515024E-03 7.9648177E-03 1.9467773E-03 1.1233976E-04 4.8142489E-03 3.6541968E-04 5.1736368E-03 4.2772877E-02 2.1765776E-02 1.0190243E-04 2.0064719E+00 1.8266849E+01 -2.1830836E-02
3.1381000E+02 2.5927000E+02 8.6700000E+00 5.0000000E+01 10 5.5229173E+01 1.2685122E-01 2.8257452E-01 -1.9065354E-03 7.5123155E-03 9.1810288E-03 8.1994746E-03 1.7584377E-03 1.1682072E-04 4.8161035E-03 3.3006740E-04 5.1290598E-03 4.3478906E-02 2.2437220E-02 1.0464630E-04 2.0046005E+00 1.8269138E+01 -2.2035807E-02
